category,count
uqAPVUZg,1
ZNhAqDQx,1
oMUrLdef,1
FjqGQSjR,1
xkgnixJB,1
TtBbUkNV,1
FjnPPeuq,1
OwjxKdKW,1
xqDQtFox,1
ugSmWZTf,1
kJCzuqfp,1
qocNNbii,1
ZWkfPSqk,1
RGXYwnGQ,1
qCqHaufJ,1
qsOwDZYZ,1
iYOUjHVk,1
WBMbYlWr,1
fseyFuxp,1
iGcKcjKO,1
WluPYdZg,1
HAlAFzMg,1
teQTzDcX,1
BhBwBVvA,1
itcspISF,1
uTjWDVue,1
iQdItnCu,1
DiwUJIpQ,1
oYAadwtV,1
GEravLKu,1
PqZNmgbq,1
TDYInzKP,1
jcYtFLHx,1
FKdrfWPb,1
PpGYJGvN,1
ogJDqfZU,1
QoskbkRM,1
YGwgVqVJ,1
JdPFeTRN,1
IOOgEpwV,1
JJCfDvRb,1
YKhOVRwq,1
kCAGPSLC,1
WoTqLqgC,1
bkQWunfB,1
MUVqsypo,1
WtRTGXEZ,1
lsoxkbhf,1
oBkHmAZi,1
cIAAevoE,1
bXtuHKUm,1
pkXnmVya,1
qokmbuIc,1
DWowGFEk,1
jPyTlfAL,1
sbfNeBUF,1
AsrJWJQl,1
QkKXBuOV,1
KRteXaYg,1
OGEuwBMy,1
liKxHUsF,1
gTNpPFGo,1
UKgYzkhH,1
LxMlyHpK,1
bZEMZxAV,1
QuCXarjP,1
IzVzTzBx,1
doXaJPJT,1
ILsGTeZF,1
MwpGXVrO,1
fIyncOGA,1
pAFtkpoO,1
sTEectza,1
FxEsCwpB,1
UYLgEaza,1
JYqJDlDK,1
lPxoKpYB,1
zMvqYSdl,1
xFkmNcfd,1
OQOQWaLJ,1
eiiYvDWj,1
qrTiVMtS,1
cHdNWpvE,1
VPrngbOS,1
mpBYSAJY,1
EOjvdJNA,1
TqUBWjBr,1
mhAPKrGK,1
ENiQSekz,1
ZipPzfTh,1
qfYyamyK,1
dwXOzZxs,1
tKMbzNzj,1
aHHXQKOy,1
jtHgsYHD,1
QMOxfxTj,1
graeAnWL,1
WSeGLJYR,1
IYTVxSyV,1
pZcaBIZX,1
QTDuXfdF,1
XwBgZBQC,1
EYbmoMLU,1
ZbSrtLtK,1
AdezLRtQ,1
WSBekndB,1
OFXtEpja,1
jEnazWHa,1
rLApXWmU,1
iEjBDDjd,1
OvTHXCWw,1
WwvnHvdv,1
nlWjosqN,1
zlCsEWGm,1
qRyBfNmP,1
oOyxdgRH,1
MKCYCGpV,1
AXtPzDgX,1
KDfSaCvN,1
QscDoFtA,1
xtGXKqMY,1
DjPLnpkd,1
AiWXOgmy,1
zNOhWgvV,1
pLFZNGnR,1
bEzNBzeT,1
JAUwmxPs,1
hbJGVMTG,1
LvUAIoch,1
HmQgmBrd,1
PbULEyyQ,1
weskOWWm,1
EoPGkkRe,1
qWcdteQf,1
vUydRTJn,1
ezcoLgTi,1
RfBeHbac,1
hNsDYPdr,1
vDycuNPR,1
GIlNUJNf,1
OtINXUqv,1
jvnxSsVH,1
WzEAhAtT,1
YPhKVGpN,1
HCmgOldY,1
FTdSMuHf,1
irHfCjmJ,1
sVLFfXnK,1
Nrquwijl,1
Ipjwzwcd,1
msVKrhbH,1
awFRVymF,1
NJgKkeJS,1
aTdWQdPv,1
NkUdpxXc,1
jlBTSizw,1
dyyCmEzA,1
vTxKoOZE,1
qIeyiazX,1
rSxmEAEu,1
hTkdVXWM,1
vSWSWQuQ,1
lxgMwNhZ,1
wFHBcOVD,1
jTYWNRyi,1
obLwwXBD,1
npGQkYUr,1
eJrlFGlb,1
YFcQjSMK,1
RpwNuAOo,1
RmtEkSKv,1
KCXrJaTm,1
DCyDPMgL,1
TedlmYWk,1
hRvADpbB,1
EEEuekEi,1
HcDhDyYo,1
fzWHtjtf,1
MNFNadGL,1
umSWgaCS,1
ITHjqsqu,1
mCWUwVYN,1
tNgilpno,1
twymGsCF,1
DSsNvTDj,1
poggQXvy,1
mQnhvrMz,1
VZWRrbQS,1
HpDbzNhS,1
BEoOJCeC,1
dfxvfaex,1
QflfyGSo,1
wJpXiyyd,1
jMyeCJGO,1
RakEAfks,1
YSzcVYFi,1
tuYxNcro,1
PzoClEqp,1
fqAKokGQ,1
TELqGOmx,1
VHLexnHd,1
OxgqneWW,1
LlVHNkiN,1
hLHTKHLv,1
nSdBebPF,1
